dog_SubStatusCode,Health,EnergyLevel,RespondsToCommandKennel,GoodWStrangers,StaysOnCommand,BehavesWellClass,NailCutting,Breed,Sex,GoodAppetite,FoodType,ExerciseType
0,4,5,4,5,4,3,5,Labrador Retriever,M,Yes,Iams,"Playing in fenced yard, tugging, playing with our other dog, walks"
0,5,5,2,5,2,3,1,Labrador Retriever,M,Yes,Iams,"Playing with toys, running around outside on long lead, chasing balls"
0,5,5,2,5,2,3,1,Labrador Retriever,M,Yes,Iams,"Playing with toys, running around outside on long lead, chasing balls"
0,5,5,2,5,2,3,1,Labrador Retriever,M,Yes,Iams,"Playing with toys, running around outside on long lead, chasing balls"
1,5,5,3,5,3,4,3,Labrador Retriever,F,Yes,Iam's puppy chow,"walks, running and chasing toys"
1,5,5,3,5,3,4,3,Labrador Retriever,F,Yes,Iam's puppy chow,"walks, running and chasing toys"
1,5,5,3,5,3,4,3,Labrador Retriever,F,Yes,Iam's puppy chow,"walks, running and chasing toys"
1,1,1,1,1,4,2,2,Labrador Retriever,F,Yes,Blue Mt chick/rice weight control,"Walks, fetch, run in yard"
1,1,1,1,1,4,2,2,Labrador Retriever,F,Yes,Blue Mt chick/rice weight control,"Walks, fetch, run in yard"
1,1,1,1,1,4,2,2,Labrador Retriever,F,Yes,Blue Mt chick/rice weight control,"Walks, fetch, run in yard"
1,4,5,5,5,4,5,3,Labrador Retriever,F,Yes,Iams Large Breed Proactive Health,"Walks, Play Time in Yard"
1,4,5,5,5,4,5,3,Labrador Retriever,F,Yes,Iams Large Breed Proactive Health,"Walks, Play Time in Yard"
1,4,5,5,5,4,5,3,Labrador Retriever,F,Yes,Iams Large Breed Proactive Health,"Walks, Play Time in Yard"
1,5,5,4,5,4,4,3,Labrador Retriever,F,Yes,Iams Puppy Chow,"Walks, Backyard Play"
1,5,5,4,5,4,4,3,Labrador Retriever,F,Yes,Iams Puppy Chow,"Walks, Backyard Play"
1,5,5,4,5,4,4,3,Labrador Retriever,F,Yes,Iams Puppy Chow,"Walks, Backyard Play"
1,5,5,5,5,5,4,5,Labrador Retriever,F,Yes,IAMs,"fetch, walks, running around yard"
1,5,5,5,5,5,4,5,Labrador Retriever,F,Yes,IAMs,"fetch, walks, running around yard"
1,5,5,4,5,4,5,5,Labrador Retriever,F,Yes,IAMS puppy chow,"Walks, playing ball, and running aroud the yard"
1,5,5,4,5,4,5,5,Labrador Retriever,F,Yes,IAMS puppy chow,"Walks, playing ball, and running aroud the yard"
1,5,4,3,5,4,3,4,Labrador Retriever,M,Yes,Iams,"walks, tug-of-war, hide-and-seek"
1,5,4,3,5,4,3,4,Labrador Retriever,M,Yes,Iams,"walks, tug-of-war, hide-and-seek"
1,5,4,3,5,4,3,4,Labrador Retriever,M,Yes,Iams,"walks, tug-of-war, hide-and-seek"
1,5,4,3,5,3,4,3,Labrador Retriever,M,Yes,Iams,"walks , romps in snow, friendly play with other dog, lots of tug and hide& seek"
1,5,4,3,5,3,4,3,Labrador Retriever,M,Yes,Iams,"walks , romps in snow, friendly play with other dog, lots of tug and hide& seek"
1,5,4,3,5,3,4,3,Labrador Retriever,M,Yes,Iams,"walks , romps in snow, friendly play with other dog, lots of tug and hide& seek"
0,4,5,5,4,2,4,4,Labrador Retriever,M,Yes,Iams,walking/free play with my other dog
0,4,5,5,4,2,4,4,Labrador Retriever,M,Yes,Iams,walking/free play with my other dog
0,4,5,5,4,2,4,4,Labrador Retriever,M,Yes,Iams,walking/free play with my other dog
0,4,5,5,4,2,4,4,Labrador Retriever,M,Yes,Iams,walking/free play with my other dog
0,5,4,5,5,3,4,5,Labrador Retriever,M,Yes,Iams puppy,walking/plays with my 6 year old dog
0,5,4,5,5,3,4,5,Labrador Retriever,M,Yes,Iams puppy,walking/plays with my 6 year old dog
0,5,4,5,5,3,4,5,Labrador Retriever,M,Yes,Iams puppy,walking/plays with my 6 year old dog
0,5,4,5,5,3,4,5,Labrador Retriever,M,Yes,Iams puppy,walking/plays with my 6 year old dog
0,5,5,3,4,4,4,4,Labrador Retriever,M,Yes,Iams,"walks,running around fenced-in area, playing fetch, playing with tug toys, fast walking up and down driveway on leash"
0,5,5,3,4,4,4,4,Labrador Retriever,M,Yes,Iams,"walks,running around fenced-in area, playing fetch, playing with tug toys, fast walking up and down driveway on leash"
0,5,4,3,4,3,3,3,Labrador Retriever,M,Yes,Iams Puppy Chow,"walks around village neighborhood, playing in yard, fetch"
0,5,4,3,4,3,3,3,Labrador Retriever,M,Yes,Iams Puppy Chow,"walks around village neighborhood, playing in yard, fetch"
1,4,4,4,5,4,3,2,Labrador Retriever,F,Yes,Iam's Smart Puppy,"walks, fenced backyard fun, tug a war, fetch"
1,4,4,4,5,4,3,2,Labrador Retriever,F,Yes,Iam's Smart Puppy,"walks, fenced backyard fun, tug a war, fetch"
1,4,4,4,5,4,3,2,Labrador Retriever,F,Yes,Iam's Smart Puppy,"walks, fenced backyard fun, tug a war, fetch"
1,4,4,5,4,4,2,3,Labrador Retriever,F,Yes,Iams,"fenced yard, walks, shopping"
1,4,4,5,4,4,2,3,Labrador Retriever,F,Yes,Iams,"fenced yard, walks, shopping"
1,4,4,5,4,4,2,3,Labrador Retriever,F,Yes,Iams,"fenced yard, walks, shopping"
1,5,5,5,5,4,3,4,Labrador Retriever,M,Yes,IAM'A ProActive Health Smart Puppy,"Walking, playing on run"
1,5,5,5,5,4,3,4,Labrador Retriever,M,Yes,IAM'A ProActive Health Smart Puppy,"Walking, playing on run"
1,5,3,5,4,4,3,4,Labrador Retriever,M,Yes,Iams Adult,walks/playing in yard
1,5,3,5,4,4,3,4,Labrador Retriever,M,Yes,Iams Adult,walks/playing in yard
1,5,5,4,5,2,3,4,Labrador Retriever,M,Yes,Iams,Walks and play
1,5,5,4,5,2,3,4,Labrador Retriever,M,Yes,Iams,Walks and play
0,5,5,3,5,1,5,3,Labrador Retriever,M,Yes,Iams Smart Puppy,"Walking, playing"
0,5,5,3,5,1,5,3,Labrador Retriever,M,Yes,Iams Smart Puppy,"Walking, playing"
0,5,5,3,5,1,5,3,Labrador Retriever,M,Yes,Iams Smart Puppy,"Walking, playing"
0,5,5,3,5,1,5,3,Labrador Retriever,M,Yes,Iams Smart Puppy,"Walking, playing"
0,5,5,3,5,1,5,3,Labrador Retriever,M,Yes,Iams Smart Puppy,"Walking, playing"
0,5,5,3,5,1,5,3,Labrador Retriever,M,Yes,Iams Smart Puppy,"Walking, playing"
0,5,5,3,5,1,5,3,Labrador Retriever,M,Yes,Iams Smart Puppy,"Walking, playing"
0,5,5,3,5,1,5,3,Labrador Retriever,M,Yes,Iams Smart Puppy,"Walking, playing"
0,5,4,4,5,4,4,4,Labrador Retriever,M,Yes,iams,play & walks
0,5,4,4,5,4,4,4,Labrador Retriever,M,Yes,iams,play & walks
0,5,4,4,5,4,4,4,Labrador Retriever,M,Yes,iams,play & walks
0,5,4,4,5,4,4,4,Labrador Retriever,M,Yes,iams,play & walks
0,5,4,4,5,4,4,4,Labrador Retriever,M,Yes,iams,play & walks
0,5,4,4,5,4,4,4,Labrador Retriever,M,Yes,iams,play & walks
0,5,4,4,5,4,4,4,Labrador Retriever,M,Yes,iams,play & walks
0,5,4,4,5,4,4,4,Labrador Retriever,M,Yes,iams,play & walks
0,5,4,4,5,5,4,4,Labrador Retriever,M,Yes,Iams,Walks and running/playing in yard
0,5,4,4,5,5,4,4,Labrador Retriever,M,Yes,Iams,Walks and running/playing in yard
0,5,4,4,5,5,4,4,Labrador Retriever,M,Yes,Iams,Walks and running/playing in yard
0,5,4,4,5,5,4,4,Labrador Retriever,M,Yes,Iams,Walks and running/playing in yard
0,5,4,4,5,5,4,4,Labrador Retriever,M,Yes,Iams,Walks and running/playing in yard
0,5,4,4,5,5,4,4,Labrador Retriever,M,Yes,Iams,Walks and running/playing in yard
0,5,4,4,5,5,4,4,Labrador Retriever,M,Yes,Iams,Walks and running/playing in yard
0,5,4,4,5,5,4,4,Labrador Retriever,M,Yes,Iams,Walks and running/playing in yard
1,4,4,3,5,2,4,5,Labrador Retriever,M,Yes,Iams,"Walks, Tug"
1,4,4,3,5,2,4,5,Labrador Retriever,M,Yes,Iams,"Walks, Tug"
1,4,4,4,5,3,4,4,Labrador Retriever,F,Yes,IAMS Smart Puppy,"Walks, playing with other dog, likes to fetch balls and toys"
1,4,4,4,5,3,4,4,Labrador Retriever,F,Yes,IAMS Smart Puppy,"Walks, playing with other dog, likes to fetch balls and toys"
1,5,5,4,5,4,4,4,Labrador Retriever,F,Yes,Iams,"Walking, Playing, running"
1,5,5,4,5,4,4,4,Labrador Retriever,F,Yes,Iams,"Walking, Playing, running"
1,5,5,4,5,5,4,4,Labrador Retriever,F,Yes,Iams,"walking, playing"
1,5,5,4,5,5,4,4,Labrador Retriever,F,Yes,Iams,"walking, playing"
0,5,5,4,5,4,4,5,Labrador Retriever,M,Yes,Iams,Walking and running with my dog.
0,5,5,4,5,4,4,5,Labrador Retriever,M,Yes,Iams,Walking and running with my dog.
0,5,5,2,5,3,5,3,Labrador Retriever,M,Yes,Iams Smart Puppy Chow,"Walking, running, playing with dogs and humans"
0,5,5,2,5,3,5,3,Labrador Retriever,M,Yes,Iams Smart Puppy Chow,"Walking, running, playing with dogs and humans"
0,5,5,4,5,4,4,4,Labrador Retriever,M,Yes,Iams,"Walks around neighborhood - daily when weather is good, and indoor/outdoor play"
0,2,4,5,5,4,4,4,Labrador Retriever,M,Yes,Iams,play time and walking
0,5,5,5,5,4,5,4,Labrador Retriever,M,Yes,Iams,"walks, running around at the park, playing in the backyard with other dogs"
0,5,5,5,5,4,5,4,Labrador Retriever,M,Yes,Iams,"walks, running around at the park, playing in the backyard with other dogs"
0,5,5,4,5,0,5,3,Labrador Retriever,M,Yes,Iams puppy,"walks, playing in the yard with our other dogs, playing tug of war, fetch, etc"
0,5,5,4,5,0,5,3,Labrador Retriever,M,Yes,Iams puppy,"walks, playing in the yard with our other dogs, playing tug of war, fetch, etc"
0,3,3,4,5,5,4,4,Labrador Retriever,M,Yes,Purina One,"Tug, walks, play dates, fetch"
0,3,3,4,5,5,4,4,Labrador Retriever,M,Yes,Purina One,"Tug, walks, play dates, fetch"
0,5,3,5,5,3,4,3,Labrador Retriever,M,Yes,Purina One,Fetch and play dates.
0,5,3,5,5,3,4,3,Labrador Retriever,M,Yes,Purina One,Fetch and play dates.
1,5,4,4,5,5,3,3,Labrador Retriever,M,Yes,Iams ProActive Health Smart Puppy Large Breed,Walk / Playing fetch with a toy/ball
1,5,4,4,5,5,3,3,Labrador Retriever,M,Yes,Iams ProActive Health Smart Puppy Large Breed,Walk / Playing fetch with a toy/ball
1,5,4,4,5,5,3,3,Labrador Retriever,M,Yes,Iams ProActive Health Smart Puppy Large Breed,Walk / Playing fetch with a toy/ball
1,5,4,4,4,4,3,3,Labrador Retriever,M,Yes,Iams Healthy Naturals Adult Chicken and Rice,"Walking, Playing with ball/fetch"
1,5,4,4,4,4,3,3,Labrador Retriever,M,Yes,Iams Healthy Naturals Adult Chicken and Rice,"Walking, Playing with ball/fetch"
1,5,4,4,4,4,3,3,Labrador Retriever,M,Yes,Iams Healthy Naturals Adult Chicken and Rice,"Walking, Playing with ball/fetch"
1,4,5,2,5,5,4,5,Labrador Retriever,F,Yes,Iams,"Walks, Tug toys, Fetch, Play at the beach"
1,4,5,2,5,5,4,5,Labrador Retriever,F,Yes,Iams,"Walks, Tug toys, Fetch, Play at the beach"
1,4,5,2,5,5,4,5,Labrador Retriever,F,Yes,Iams,"Walks, Tug toys, Fetch, Play at the beach"
1,5,5,4,5,5,3,5,Labrador Retriever,F,Yes,Iams,"walks, running, tugging play"
1,5,5,4,5,5,3,5,Labrador Retriever,F,Yes,Iams,"walks, running, tugging play"
1,5,5,4,5,5,3,5,Labrador Retriever,F,Yes,Iams,"walks, running, tugging play"
1,4,5,4,2,4,1,1,Labrador Retriever,M,Yes,Iams Smart Puppy,"walking, playing with toys indoors"
1,4,5,4,2,4,1,1,Labrador Retriever,M,Yes,Iams Smart Puppy,"walking, playing with toys indoors"
1,4,5,4,2,4,1,1,Labrador Retriever,M,Yes,Iams Smart Puppy,"walking, playing with toys indoors"
1,5,5,4,4,4,4,5,Labrador Retriever,M,Yes,Iams,"fetch, walks, puppy play, tug"
1,5,5,4,4,4,4,5,Labrador Retriever,M,Yes,Iams,"fetch, walks, puppy play, tug"
1,5,5,4,4,4,4,5,Labrador Retriever,M,Yes,Iams,"fetch, walks, puppy play, tug"
0,5,5,5,5,4,4,4,Labrador Retriever,M,Yes,Iams Puppy/Adult (I am currently switching him over),Playing with toys and daily walks twice a day
0,5,5,5,5,5,4,5,Labrador Retriever,M,Yes,Iams,"Walking, playing fetch"
0,5,4,4,5,3,5,4,Labrador Retriever,F,Yes,iams smart puppy,"fetch, running, walks, toys"
0,5,4,4,5,3,5,4,Labrador Retriever,F,Yes,iams smart puppy,"fetch, running, walks, toys"
0,5,4,4,5,5,4,2,Labrador Retriever,F,Yes,iams lamb and rice,"walks, playing,"
0,5,4,4,5,5,4,2,Labrador Retriever,F,Yes,iams lamb and rice,"walks, playing,"
0,5,5,5,5,4,4,3,Labrador Retriever,F,Yes,Iams Lamb and Rice,"walks, fetch,"
0,5,5,5,5,4,4,3,Labrador Retriever,F,Yes,Iams Lamb and Rice,"walks, fetch,"
0,5,5,5,5,5,4,5,Labrador Retriever,F,Yes,Purina Pro Plan,"walking, running, fetch, other play"
0,5,5,5,5,5,4,5,Labrador Retriever,F,Yes,Purina Pro Plan,"walking, running, fetch, other play"
0,5,5,5,5,5,4,5,Labrador Retriever,F,Yes,Purina Pro Plan,"walking, running, fetch, other play"
0,5,5,4,3,1,3,2,Labrador Retriever,F,Yes,iams puppy,"walk, run, fetch, play ball"
0,5,5,4,3,1,3,2,Labrador Retriever,F,Yes,iams puppy,"walk, run, fetch, play ball"
0,5,5,4,3,1,3,2,Labrador Retriever,F,Yes,iams puppy,"walk, run, fetch, play ball"
0,4,3,4,3,3,4,3,Labrador Retriever,M,Yes,iams,"plays fetch in the morning for about half an hour. walkes with us while we are outside working. we go to parks or into town at least twice a week for a couple of hours. we sit outside in the evenings and have him fetch his toys and do somemore sits ,downs"
0,4,3,4,3,3,4,3,Labrador Retriever,M,Yes,iams,"plays fetch in the morning for about half an hour. walkes with us while we are outside working. we go to parks or into town at least twice a week for a couple of hours. we sit outside in the evenings and have him fetch his toys and do somemore sits ,downs"
0,4,3,4,3,3,4,3,Labrador Retriever,M,Yes,iams,"plays fetch in the morning for about half an hour. walkes with us while we are outside working. we go to parks or into town at least twice a week for a couple of hours. we sit outside in the evenings and have him fetch his toys and do somemore sits ,downs"
0,5,4,5,5,5,4,4,Labrador Retriever,M,Yes,iams large breed adult,"waks outside when it isn't too cold, fetch in the house, store walks almost every day"
0,5,4,5,5,5,4,4,Labrador Retriever,M,Yes,iams large breed adult,"waks outside when it isn't too cold, fetch in the house, store walks almost every day"
0,5,4,5,5,5,4,4,Labrador Retriever,M,Yes,iams large breed adult,"waks outside when it isn't too cold, fetch in the house, store walks almost every day"
1,5,4,5,5,4,4,2,Labrador Retriever,F,Yes,Iams,Mainly walks through nature trails on a long lead during the day and outings during the evenings
1,5,4,5,5,4,4,2,Labrador Retriever,F,Yes,Iams,Mainly walks through nature trails on a long lead during the day and outings during the evenings
1,5,4,5,5,4,4,2,Labrador Retriever,F,Yes,Iams,Mainly walks through nature trails on a long lead during the day and outings during the evenings
1,5,4,5,5,4,4,2,Labrador Retriever,F,Yes,Iams,Mainly walks through nature trails on a long lead during the day and outings during the evenings
1,5,4,5,5,4,2,2,Labrador Retriever,F,Yes,Iams,Walks on a long line through nature trails and outings
1,5,4,5,5,4,2,2,Labrador Retriever,F,Yes,Iams,Walks on a long line through nature trails and outings
1,5,4,5,5,4,2,2,Labrador Retriever,F,Yes,Iams,Walks on a long line through nature trails and outings
1,5,4,5,5,4,2,2,Labrador Retriever,F,Yes,Iams,Walks on a long line through nature trails and outings
1,5,5,4,5,4,4,5,Labrador Retriever,M,Yes,Iams Puppy,"2 one-mile walks per day plus other walking, play time inside and in fenced yard"
1,5,5,4,5,4,4,5,Labrador Retriever,M,Yes,Iams Puppy,"2 one-mile walks per day plus other walking, play time inside and in fenced yard"
1,4,5,5,5,4,4,5,Labrador Retriever,M,Yes,Iams Adult (Lamb & Rice),1 long walk & 1 short walk/day plus play
1,4,5,5,5,4,4,5,Labrador Retriever,M,Yes,Iams Adult (Lamb & Rice),1 long walk & 1 short walk/day plus play
1,5,5,5,0,4,5,5,Labrador Retriever,M,Yes,Blue Seal Natural 26,walking/playing
1,5,5,5,0,4,5,5,Labrador Retriever,M,Yes,Blue Seal Natural 26,walking/playing
1,5,5,5,5,3,5,5,Labrador Retriever,M,Yes,Blue Seal Puppy Chow,Walking
1,5,5,5,5,3,5,5,Labrador Retriever,M,Yes,Blue Seal Puppy Chow,Walking
1,5,5,5,5,4,5,5,Labrador Retriever,M,Yes,Blue Seal Natural 26,walking/playing
1,5,5,5,5,4,5,5,Labrador Retriever,M,Yes,Blue Seal Natural 26,walking/playing
1,5,5,5,3,5,5,4,Labrador Retriever,F,Yes,Iams Lamb and Rice,"Walks, fetch, outings"
1,5,5,5,3,5,5,4,Labrador Retriever,F,Yes,Iams Lamb and Rice,"Walks, fetch, outings"
1,5,5,5,3,5,5,4,Labrador Retriever,F,Yes,Iams Lamb and Rice,"Walks, fetch, outings"
1,5,5,4,5,5,4,5,Labrador Retriever,F,Yes,Imas lamb and rice,"Walking, playing in yard and outings"
1,5,5,4,5,5,4,5,Labrador Retriever,F,Yes,Imas lamb and rice,"Walking, playing in yard and outings"
1,5,5,4,5,5,4,5,Labrador Retriever,F,Yes,Imas lamb and rice,"Walking, playing in yard and outings"
0,4,5,5,5,4,4,3,Labrador/Golden Cross,M,Yes,Iams adult,Yard play and walking
0,4,5,5,5,4,4,3,Labrador/Golden Cross,M,Yes,Iams adult,Yard play and walking
0,4,5,4,5,2,4,1,Labrador/Golden Cross,M,Yes,Iams,"Walks, yard play"
0,4,5,4,5,2,4,1,Labrador/Golden Cross,M,Yes,Iams,"Walks, yard play"
0,1,5,5,4,4,4,2,Labrador Retriever,F,Yes,Iams,"walks, swimming and some free exercise"
0,1,5,5,4,4,4,2,Labrador Retriever,F,Yes,Iams,"walks, swimming and some free exercise"
0,1,5,5,4,4,4,2,Labrador Retriever,F,Yes,Iams,"walks, swimming and some free exercise"
0,1,5,5,4,4,4,2,Labrador Retriever,F,Yes,Iams,"walks, swimming and some free exercise"
0,4,4,5,3,4,4,4,Labrador Retriever,F,Yes,Iam's,walking playing with balls and other toys
0,4,4,5,3,4,4,4,Labrador Retriever,F,Yes,Iam's,walking playing with balls and other toys
0,4,4,5,3,4,4,4,Labrador Retriever,F,Yes,Iam's,walking playing with balls and other toys
0,4,4,5,3,4,4,4,Labrador Retriever,F,Yes,Iam's,walking playing with balls and other toys
0,5,5,5,5,4,3,3,Labrador Retriever,M,Yes,Iams,"walking, running, playing fetch, playing tug"
0,5,5,5,5,4,3,3,Labrador Retriever,M,Yes,Iams,"walking, running, playing fetch, playing tug"
0,5,5,5,5,4,3,3,Labrador Retriever,M,Yes,Iams,"walking, running, playing fetch, playing tug"
0,5,5,5,5,4,3,3,Labrador Retriever,M,Yes,Iams,"walking, running, playing fetch, playing tug"
0,5,5,3,4,3,3,1,Labrador Retriever,M,Yes,"Iams Puppy, transitioning to adult","walking, playing fetch, swimming, tug, playing in the house, playing with other dog"
0,5,5,3,4,3,3,1,Labrador Retriever,M,Yes,"Iams Puppy, transitioning to adult","walking, playing fetch, swimming, tug, playing in the house, playing with other dog"
0,5,5,3,4,3,3,1,Labrador Retriever,M,Yes,"Iams Puppy, transitioning to adult","walking, playing fetch, swimming, tug, playing in the house, playing with other dog"
0,5,5,3,4,3,3,1,Labrador Retriever,M,Yes,"Iams Puppy, transitioning to adult","walking, playing fetch, swimming, tug, playing in the house, playing with other dog"
0,5,5,4,5,4,2,2,Labrador Retriever,M,Yes,IAMS,"walking, running, playing fetch, playing tug"
0,5,5,4,5,4,2,2,Labrador Retriever,M,Yes,IAMS,"walking, running, playing fetch, playing tug"
0,5,5,4,5,4,2,2,Labrador Retriever,M,Yes,IAMS,"walking, running, playing fetch, playing tug"
0,5,5,4,5,4,2,2,Labrador Retriever,M,Yes,IAMS,"walking, running, playing fetch, playing tug"
1,5,5,3,5,1,5,5,Labrador Retriever,M,Yes,Iams Low Residue and Purina Puppy Chow,Play Walk Training
1,5,5,3,5,1,5,5,Labrador Retriever,M,Yes,Iams Low Residue and Purina Puppy Chow,Play Walk Training
1,5,5,3,5,1,5,5,Labrador Retriever,M,Yes,Iams Low Residue and Purina Puppy Chow,Play Walk Training
1,5,5,3,5,1,5,5,Labrador Retriever,M,Yes,Iams Low Residue and Purina Puppy Chow,Play Walk Training
1,5,5,5,5,4,5,2,Labrador Retriever,M,Yes,Purina One,Walking/playing/hiking/swimming
1,5,5,5,5,4,5,2,Labrador Retriever,M,Yes,Purina One,Walking/playing/hiking/swimming
1,5,5,5,5,4,5,2,Labrador Retriever,M,Yes,Purina One,Walking/playing/hiking/swimming
1,5,5,5,5,4,5,2,Labrador Retriever,M,Yes,Purina One,Walking/playing/hiking/swimming
1,5,2,4,5,4,4,3,Labrador retriever,M,Yes,Natures Balance,Running
1,5,2,4,5,4,4,3,Labrador retriever,M,Yes,Natures Balance,Running
1,5,2,4,5,4,4,3,Labrador retriever,M,Yes,Natures Balance,Running
1,5,2,4,5,4,4,3,Labrador retriever,M,Yes,Natures Balance,Running
1,5,5,3,5,1,5,5,Labrador Retriever,M,Yes,Iams Low Residue and Purina Puppy Chow,Play Walk Training
1,5,5,3,5,1,5,5,Labrador Retriever,M,Yes,Iams Low Residue and Purina Puppy Chow,Play Walk Training
1,5,5,3,5,1,5,5,Labrador Retriever,M,Yes,Iams Low Residue and Purina Puppy Chow,Play Walk Training
1,5,5,3,5,1,5,5,Labrador Retriever,M,Yes,Iams Low Residue and Purina Puppy Chow,Play Walk Training
1,5,5,5,5,4,5,2,Labrador Retriever,M,Yes,Purina One,Walking/playing/hiking/swimming
1,5,5,5,5,4,5,2,Labrador Retriever,M,Yes,Purina One,Walking/playing/hiking/swimming
1,5,5,5,5,4,5,2,Labrador Retriever,M,Yes,Purina One,Walking/playing/hiking/swimming
1,5,5,5,5,4,5,2,Labrador Retriever,M,Yes,Purina One,Walking/playing/hiking/swimming
1,4,4,5,5,5,4,5,Labrador Retriever,M,Yes,Purina One Beyond Lamb & Rice,"walking, playing tug, fetching sticks/ball"
1,4,4,5,5,5,4,5,Labrador Retriever,M,Yes,Purina One Beyond Lamb & Rice,"walking, playing tug, fetching sticks/ball"
1,4,4,5,5,5,4,5,Labrador Retriever,M,Yes,Purina One Beyond Lamb & Rice,"walking, playing tug, fetching sticks/ball"
1,4,4,5,5,5,4,5,Labrador Retriever,M,Yes,Purina One Beyond Lamb & Rice,"walking, playing tug, fetching sticks/ball"
1,4,5,5,5,5,4,5,Labrador Retriever,M,Yes,IAMS Adult Lamb and Rice,"Walking, playing (fetch, hide/seek)"
