Breed,Color,Sex,RaiserState,GoodAppetite,FoodType,ExerciseType,GeneralComments,dog_SubStatusCode
Labrador Retriever,Black,M,md,Yes,kirkland superpremium chicken and rice,"play in yard (run, fetch sticks), outings","Fletcher is a great puppy. He is very social and connected. His tolerance for distraction has really improved in the past few months. His impulse control as well. He learns quickly, pays attention, loves to work and does very well on outings. He excites easily, but quickly settles. Loves everybody. Likes to lick people, a lot. We have been working on that, but the behavior is persistent. He can still occasionally dribble pee when his bladder is full if he gets excited, so I always empty him out right before putting on his vest. His housemanners are excellent - I have been leaving him loose in the house this past month and he has done very well, though a bit more excited than when he stays in the crate. He has been a delight to raise and I think he will make some lucky graduate a wonderful guide.",0
Labrador Retriever,Black,M,MD,Yes,Kirkland chicken rice,"running around in the yard outside, walks in the neighborhood, playtime with dogs","Fletcher is a delightful, confident puppy. He is progressing very well and loves to work. He has had lots of opportunities for socialization to other dogs and people (kids, adults, elderly) and has handled it well - he excites easily but calms quickly. ",0
Labrador Retriever,Black,M,MD,Yes,Kirkland,"Walks, plays in yard w other dogs",,0
Labrador Retriever,Black,M,MD,Yes,Iams,"Walks, plays in yard w other dogs",,0
Labrador Retriever,Yellow,M,CT,Yes,Iams puppy chow,"walking, retrieving balls, beach","Farley has been consistently improving in almost all aspects of his training. Overall he is a very sweet obedient dog that has charmed all those he has met, whether two or four legged.",0
Labrador Retriever,Yellow,M,CT,Yes,Iams Puppy chow,"walking, playing",Not sure what a home switch is but we have not had him stay anywhere else but with us so far.  We have noticed a change in is behavior - takes him less time at home to settle but there are times when he is very rambunctious. Those times seem to be getting fewer but we are keeping a close eye on it. We try to play as soon as we get home as he is in his kennel all day long. Today was a funny day - I was going to work but John was working at home. I usually leave last and kennel him and even though John was home as soon as I put my coat on - he ran into the kennel. ,0
Labrador Retriever,Yellow,M,CT,Yes,Iams Lamb and Rice,"walk, run, swim","Farley has been a very easy dog to raise thus far. He listens very well to both of us, It seems when he is stubborn it is his choice and he knows the difference. That is happening less and less. We have taken him to public events often and he behaves well when there is a lot of activity around. He is curious but always polite to both people and animals. .",0
Labrador Retriever,Yellow,F,NY,Yes,Iams Lamb & Rice,"Walks up to 3 miles, playing in yard with other dogs",,0
Labrador Retriever,Black,F,OH,Yes,IAMS Lamb & Rice Adult,"Walking, Step Training, Ball, Hiking, Footing Training, Retrieving","I have seen a lot of improvements in the last month working together with Fairlee on walking and pulling.  Also, she is settling better at class and focusing on me when other dogs are barking or performing tasks.  She does better when we repeat tasks or visit familiar places.  Fairlee is eager to learn a new skill and is excited as I am when we accomplish a simple skill/goal for the day together.  Leslie Stephens has been very supportive as we continue to build our skills and learn together.",0
Labrador Retriever,Black,F,OH,Yes,IAMS Lamb & Rice Adult,"Walking, Step Training, Ball, Hiking, Footing Training, Retrieving","I have seen a lot of improvements in the last month working together with Fairlee on walking and pulling.  Also, she is settling better at class and focusing on me when other dogs are barking or performing tasks.  She does better when we repeat tasks or visit familiar places.  Fairlee is eager to learn a new skill and is excited as I am when we accomplish a simple skill/goal for the day together.  Leslie Stephens has been very supportive as we continue to build our skills and learn together.",0
Labrador Retriever,Black,F,OH,Yes,IAMS Adult Lamb & Rice,"Walk, Ball, Training","I really have been working with Fairlee since our last walk and talk.  She has improved walking close to traffic.  Fairlee does better walking in tight spaces, stairs, and grates.  She does well after visiting the same place a few times (repeat exposure).  She is very smart and will repeat something herself that we have done at a location.  She likes to be on the go and is always looking for me.",0
Labrador Retriever,Black,F,OH,Yes,IAMS Adult Lamb & Rice,"Walk, Ball, Training","I really have been working with Fairlee since our last walk and talk.  She has improved walking close to traffic.  Fairlee does better walking in tight spaces, stairs, and grates.  She does well after visiting the same place a few times (repeat exposure).  She is very smart and will repeat something herself that we have done at a location.  She likes to be on the go and is always looking for me.",0
Labrador Retriever,Black,F,OH,Yes,Iams Puppy,Walking and Playing Fetch with Ball,I'm a first time raiser so I really appreciate all the help I am getting from Leslie and fellow raisers.  Fairlee seems to be very smart and it's exciting to see her learn something new each day with me.  I'm looking forward to seeing our scoring improve each walk and talk.,0
Labrador Retriever,Black,F,OH,Yes,Iams Puppy,Walking and Playing Fetch with Ball,I'm a first time raiser so I really appreciate all the help I am getting from Leslie and fellow raisers.  Fairlee seems to be very smart and it's exciting to see her learn something new each day with me.  I'm looking forward to seeing our scoring improve each walk and talk.,0
Labrador Retriever,Yellow,M,ME,Yes,Iams,"long line walks, fetch, swimming","Elijah is super smart, independent, wonderful, sweet pup. He likes chase and to figure things out- meaning, he'll drop a bone somewhere for the fun of figuring out how to get it back; he'll take a toy to the far side of the yard and wait for someone to come toward him (not happenin') His housemanners have improved dramatically in the last 2 weeks. I credit management, dragging leash for the past 3 months, intentional training so he learned what it a puppy toy and what isn't, his recent long sit with Carol R, and persistence. We've picked up all the toys. Some rotate for him to play with on his own. Other toys we use for play together. The bucket of toys is available for an hour every few days so he can dig around in it.. We also encouraged bone chewing, first with someone holding the bone. Now often he'll choose to chew on his own. We are also focused on settling here there & everywhere. That too shows improvement.  Dog distraction is a challenge - tho manageable. We're working on that as well.  Thanks for letting me raise this pup! ",0
Labrador Retriever,Yellow,M,ME,Yes,Iams,"long line walks, fetch, swimming","Elijah is super smart, independent, wonderful, sweet pup. He likes chase and to figure things out- meaning, he'll drop a bone somewhere for the fun of figuring out how to get it back; he'll take a toy to the far side of the yard and wait for someone to come toward him (not happenin') His housemanners have improved dramatically in the last 2 weeks. I credit management, dragging leash for the past 3 months, intentional training so he learned what it a puppy toy and what isn't, his recent long sit with Carol R, and persistence. We've picked up all the toys. Some rotate for him to play with on his own. Other toys we use for play together. The bucket of toys is available for an hour every few days so he can dig around in it.. We also encouraged bone chewing, first with someone holding the bone. Now often he'll choose to chew on his own. We are also focused on settling here there & everywhere. That too shows improvement.  Dog distraction is a challenge - tho manageable. We're working on that as well.  Thanks for letting me raise this pup! ",0
Labrador Retriever,Yellow,M,ME,Yes,Iams,"long line walks, fetch, swimming","Elijah is super smart, independent, wonderful, sweet pup. He likes chase and to figure things out- meaning, he'll drop a bone somewhere for the fun of figuring out how to get it back; he'll take a toy to the far side of the yard and wait for someone to come toward him (not happenin') His housemanners have improved dramatically in the last 2 weeks. I credit management, dragging leash for the past 3 months, intentional training so he learned what it a puppy toy and what isn't, his recent long sit with Carol R, and persistence. We've picked up all the toys. Some rotate for him to play with on his own. Other toys we use for play together. The bucket of toys is available for an hour every few days so he can dig around in it.. We also encouraged bone chewing, first with someone holding the bone. Now often he'll choose to chew on his own. We are also focused on settling here there & everywhere. That too shows improvement.  Dog distraction is a challenge - tho manageable. We're working on that as well.  Thanks for letting me raise this pup! ",0
Labrador Retriever,Yellow,M,ME,Yes,Iams puppy," walk, fetch, play","We are just getting to know each other.My early perception: smart, note-taking, don't-rush-me puppy who needs lots of time & distance to figure things out, then repeat exposures to build confidence. His food motivation is strong. He works somewhat less frantically with more Use of You, play breaks, and less food. Has a great name response and settles really well in the house. He's willing. Fun. Sweet. When stressed  jumpy and bitey. When frustrated he yowls.  We've made good progress on the demand yowling and look forward to working together. Thank you so much for sending him my way. :-) ",0
